year,title,excerpt,decade
1936,Princess of Wales Stake won by Taj Akbar Woodward's Omaha Loses by Neck To Taj Akbar in Newmarket Race,"American Colt, Carrying Crushing Impost of 138 Pounds Over 1 1/2 Miles, Suffers Second Close Defeat in Princess of Wales Stake -- 12,000 Witness Thrilling Duel.",1930
1938,"S on rubber trading, Commodity Club of N Y Explains Rubber Trading",,1930
1938,Yugoslav reaction YUGOSLAVIA IS ALOOF,Little Entente Does Not Call for Support Against Reich,1930
1931,Salary and appmt of Sir E Gowers as chmn of Reorganization Comm under new coal mines act challenged in House of Commons M'DONALD ESCAPES DEFEAT BY 5 VOTES,"Government Obtains Commons Approval of Gowers as Mines Commissioner. SALARY AROUSES PROTESTS Ministry Spokesman Explains That $35,000 a Year is ""Market Price"" for Such an Office. Will Lose Pension Rights. MacDonald Criticizes Rebels.",1930
1932,Article 8 -- No Title,,1930
1931,"Cardinal Hayes will ordain ten young men as priests this morning at St. Patrick's Cathedral. They are all members of the class of 1932 at St. Joseph's Seminary, Dunwoodie, ...   TOPICS OF INTEREST TO THE CHURCHGOER",Cardinal Hayes to Ordain Ten as Priests Today Because of Shortage in Diocese. NEEDY BOYS TO BE GUESTS Rockefeller Bible Class Will Give Dinner and Christmas Party for 150 Tuesday.,1930
1935,Engaged to B I Colson Colson -- ChilIinovorth.,,1930
1933,"F I Daniels, State CWA exec director, announces approval of 3,853 projects providing jobs for 362,329","31,194 Civil Works Service projects approved CWA VOTES PLANS FOR 362,329 JOBS; 3,853 Approved Projects in 111 Cities of State -- 31,194 to Get Service Places. RELIEF NEEDS DROP HERE Taylor Says Shift of Jobless From Emergency Rolls Has Assured Ample Winter Aid.",1930
1936,Lr on Sup Ct Court.,,1930
1939,"W 51 St, 59",Pearl Garden Restaurant damaged CAFE FIRE DRAWS THRONG; La Guardia and Morris at Blaze Near Radio City,1930
1935,Elected trustee of Jamaica Savings Bank E.H. Harkness on Bank Board.,,1930
1939,Dog Show Ball Saturday,,1930
1938,Tribute from N Y Assoc Hosp Service and other groups British Hospital Group Get a Tribute From U. S.,,1930
1932,Scientists plan uniform terminology to end confusion in names for specimens ARCHAEOLOGY PLANS NEW TERMINOLOGY,Scientists at London Congress Seek to End Confusion in Names for Specimens.,1930
1933,Lr on failure of World Monetary and Economic Conf We Might Help Foreign Trade,Separate Agreements With Other Nations Suggested,1930
1935,FORT MONMOUTH SCORES.,"Downs Fort Totten Eleven, 7-0, on Touchdown by Kent.",1930
1938,"Belmont Ave, 2,170 (11-3083)","Margherita Galotta to Emigrant Industrial Savings Bank, extends mtgs. to July 1, 1943, at 4'6 to 5 per cent: $22,500. 142d St, 506 E (9-2286), 506 E 142d St Corp to Troy Savings Bank, extends mtgs to Oct. 1. 1943 at 41 pner cent:, 50.000.   BRONX MORTGAGES FILED; MANHATTAN AUCTIONS",1930
1934,Munic liquor store resolution defeated No Liquor Store for Atlanta.,,1930
1930,"Lee, Higginson Forms Paris Firm.",,1930
1934,Legis passes last 3 bills of Lehman program,Burchill bill on pub bidding to be altered; Assembly concurs in Dunnigan resolution; Fearon renews criticism LAST UTILITY BILLS PASS LEGISLATURE; ONE TO BE ALTERED; Lehman's Victory Will Be Complete With Expected Assembly Action Today. WIDE INQUIRY IS VOTED Lower House Concurs in the Dunnigan Resolution--Power Board Is Criticized. FINAL UTILITY BILLS PASSED AT ALBANY,1930
1930,condition DUVEEN OPERATED ON.,Sir Joseph Recuperating in Hospital --To Be Out Within a Week.,1930
1939,"Rept on rates on N Y Stock and Curb Exchs, June JUNE MONEY MARKET REMAINED UNCHANGED",Only Feature Was in Rate Variations on Treasury Bills,1930
1938,"A block of 207 unimproved lots in the Throgs Neck section of the Bronx were bid in for $1,000 by the plaintiff at auction yesterday. These parcels are located on East 177th Street, Eastern Boulevard and Brinsmead, Huntington, Balcom, Graff, Lafayette, Barkley and   207 LOTS BOUGHT IN AT AUCTION IN BRONX",Plaintiff Takes Parcels in the Throgs Neck Section,1930
1939,OWEN SELECTS LINE-UP,Giant Eleven Named for Game in Philadelphia Tomorrow,1930
1933,Natl Assn of Real Estate Bds repts on survey of 307 cities RENTALS DECREASE SHOWN IN SURVEY,Returns From 307 Cities Put Apartments in Lead With Drop in 90 Per Cent of Centres. 2-FAMILY HOUSES NEXT Shortage of Dwellings Listed in Only 7% of Reports -- Pacific Coast Overbuilt.,1930
1936,THOMAS RITES THURSDAY,"House Adjourns After Delegation Is Named to Attend Service,",1930
1930,Special conf,repledges allegiance to K M Landis and rejects split-season proposal RENEWED SUPPORT OF LANDIS IS VOTED; American Association Owners Repledge Allegiance to Commissioner's Decisions.SPLIT SEASON REJECTED Vote Against Proposal Surprises--Renewal of Major-Minor DraftAgreement Seems Likely. Expect Draft Renewal. Louisville Leads Fight. Denies Suit Will be Dropped.,1930
1932,"BRIDGE and backgammon parties, in combination with dancing and other entertainment, have been arranged for the near future, several of them coming this week. Many tables have been taken for the bridge tournament which will be held on Tuesday afternoon in the roof garden of the Waldorf-Astoria in aid of Stony Wold Sanatorium.   CARD PARTIES IN THE SERVICE OF CHARITY",Stony Wold Sanatorium Event on Tuesday Draws Many -- Other Plans,1930
1932,Lr protesting against jail sentences TRAFFIC VIOLATIONS.,"Increase Is Noted, but Light System Is Called Faulty.",1930
1935,Apptd asst to pres of Jewish Theological Seminary of Amer GETS NEW SEMINARY POST.,Dr. Finkelstein to Assist President of Jewish Institution.,1930
1930,Borough President George U. Harvey of Queens announced yesterday that he was prepared to ask the Board of Estimate for a city-wide assessment to pay for the construction of the Queens section of the proposed crosstown boulevard and to advocate ...   FOR CITY-WIDE LEVY ON CROSSTOWN ROAD,Harvey Says He Will Ask for General Assessment on Interborough Highway.'FEEDER' SYSTEM PLANNEDQueens Commission Maps Secondary Road Network--Hesterberg Will Urge Rapid Progress.,1930
1935,Death WILLIAM H. DOTTER. I,I Special to THg .E' YORK T[MF..q.,1930
1936,"PARIS, Jan. 2. -- A novelty in millinery is a Flemish hat of bright green felt",around its narrow crown is a pewter band engraved with fleurs-de-lis.   By Wireless From Paris.,1930
1931,Urges revision of anti-trust laws and stabilization of raw materials,"testimony to Sen com on unemployment ins JOB INSURANCE HELD LACKING BY KOHLER; Manufacturer Tells Senators Benefit Amounts Would Be Too Small to Help Much. FOR STABILIZING INDUSTRY Easing of Trust Laws and Steadier Raw Material Prices Are Urged by Ex-Governor. Changes in Trust Laws Favored. Unemployment Not Insurable."" Labor Bond"" Plan Detailed.",1930
1938,"The Treasury's deficit for the fiscal year which began on July 1 amounted to $1,012,389,658 on Oct. 19, with receipts listed as $1,711,599,368 and expenditures as $2,723,989,026, the Treasury reported today. A year before, the deficit was $487,202,215.   DEFICIT IS $1,012,389,658","Treasury, on Oct. 19 Last Year, Was $487,202,215 'in the Red'",1930
1935,correction lr Mme Schwimmer's Case.,,1930
1931,Kept alive with inhalator INHALATOR SUSTAINS LIFE.,Stricken Pennsylvania Man Is Kept Alive Ten Days.,1930
1932,"Original appropriations by Cong restored SEIZE IOWA BANDITS, FIND $100,000 LOOT","Police Capture Four Within Five Hours After They Bound 38 and Robbed Bank at Clinton. MONEY TOSSED FROM CAR Hold-Up Men, Fleeing, Threw It Into Brush Pile -- Discarded Cap Leads to Capture.",1930
1937,bill attacked by Natl Assn of Mfrs,amendment to confine application to chiselers being prepared by Repr Ramspeck SPEED IN PROSPECT ON REORGANIZATION; Congress Will Find Bills Ready for Consideration When It Convenes LITTLE OPPOSITION LIKELY Manufacturers Assail the Wage Measure--Ramspeck Would Limit It to 'Chiselers' Senate Bill Comprehensive Manufacturers Attack Pay Bill,1930
1933,Body of slain man found in blazing car BODY OF SLAIN MAN FOUND IN BLAZING CAR,"Shooting Victim, Discovered in Jersey Garage, Is Burned Beyond Recognition.",1930
1939,Animal noise program planned DR.SEYMOUR WARNS OF MASS HYSTERIA,THE YALE BACCALAUREATE SERVICE IN WOOLSEY HALL,1930
1938,"Rept, Fed Council of Churches of Christ in Amer CHURCH MUST STUDY FOES, C. P. TAFT SAYS","Drop Differences and Center on Dictators' 'Competition,' He Tells Federal Council CRUELTY' ABROAD DECRIED ' Grim Realities' Make Faith in God Difficult, Dr. Mackay Reports to Meeting Dr. Mackay Stresses Unity Taft Gives Layman's View",1930
1931,"Prices declined again slightly on the New York Curb Exchange yesterday, with trading continuing in about the same volume as on recent preceding days. Most of the declines were fractional, but there were practically no noteworthy advances except in Middle West Utilities, which had been a weak spot for several days.   CURB QUOTATIONS OFF FRACTIONALLY","Middle West Utilities Moves Against Trend, Rallying After Recent Losses. PETROLEUM GROUP QUIET Industrial Issues Fairly Active-- Domestic and Foreign Bonds Go Lower.",1930
1933,CONTINUED ADVANCE IN THE WOOL MARKET,Foreign Markets Also Higher -- Policy of Manufacturers Is Still Cautions.,1930
1931,"SOUTH CAROLINA WINS FINAL HOME FRAY, 21-0",Tallies in First and Last Periods to Conquer North Carolina State on Gridiron,1930
1937,"Several dinner parties have been arranged by subscribers to precede the three performances of the Gilbert and Sullivan operetta, ""The Grand Duke","or, The Statutory Duel,"" to be given tonight, tomorrow and Friday nights at the Heckscher Theatre by the Blue Hill Troupe.   DINNERS ARRANGED TO PRECEDE BENEFIT; Blue Hill Production of 'The Grand Duke' Sold Out for All Three Performances",1930
1935,Fairfield County Planning Comm to make suggestions for beautification To Beautify Merritt Highway.,,1930
1948,Leora Davis Prospective Bride,,1940
1941,uuu-uuuuuuuuuuuuuuuuuuuuuuuu ENGAGED TO MARRY,,1940
1946,W R Ehrmanntraut apptd dir Gets Insurance Federation Post,,1940
1945,"Three debutantes were formally presented to society yesterday afternoon at parties given by their parents. One of the largest affairs was the tea dance given by Mr. and Mrs. Irving A. Chapman for their daughter, Miss Lucile D. Chapman...   THREE DEBUTANTES MAKE BOWS HERE","Lucile D. Chapman, Joan E.M. Smith, Eleanor L. Williams Are Presented to Society",1940
1946,"Schwalbach, Eduardo EDUARDO SCHWALBACH","Newspaper Director, Author and Playwright Dies in Lisbon",1940
1941,P L Ryan elected trustee West Side Savings Trustee,,1940
1943,Bars former Pres R Franco's return Paraguay Bars Exile's Return,,1940
1944,"NEW DELHI, Dec. 31 (AP) -- An Allied Southeast Asia communique:   Article 3 -- No Title",,1940
1947,DISARMAMENT: US Mil Govt reveals war materials output in 2 Berlin plants for undisclosed foreign power held to be USSR,holds 5 Gers in protective custody ARMAMENTS MADE IN 2 BERLIN PLANTS; U.S. Learns Germans in Sector Are Producing War Goods for 'Foreign Power' ARMAMENTS MADE IN 2 BERLIN PLANTS,1940
1946,Jap Govt ordered to stamp out traffic in home islands MORE GOVERNORS DROPPED IN JAPAN,23 Had Been Fascist Chiefs in Prefectures--Home Office Loses Five Bureau Heads,1940
1941,"WHILE I was playing ""Red, Hot and Blue"" a new phase of show business entered my life. I was asked to go on the radio.   LIFE AND WORKS OF A COMEDIAN",,1940
1948,Dems designate T V Quinn QUINN NAMED CANDIDATE,Aide to U. S. Attorney General to Run for Representative,1940
1949,Govt-apptd com to study film indus decries heavy tax BRITISH FILM PANEL DECRIES HEAVY TAX,Special Committee Sees Levy as 'Excessive' and Urges Government Review It,1940
1949,Hamilton Tigers Sign Hapes,,1940
1942,"Minott, Fredk S Obituary 1 -- No Title",,1940
1942,MISS LIVINGSTON WED TO GERALD H. MILLER,Daughter of Late Banker Is Married in Civil Ceremony,1940
1942,"Rept, yr ended Sept LEHMAN CORP. LIFTS NET ASSET VALUE","$26.92 a Share on Sept. 30 Compared With $25.09 Three Months Before INCREASE IN INVESTMENTS $662,000 of Securities Sold in Quarter and $1,582,000 Bought, Report Shows",1940
1948,meets CADOGAN GIVES U.N. PLAN ON PALESTINE,Tells Commission in Closed Meeting of British Intentions as to Evacuation,1940
1940,Woof Woof and String Music sold by J H Whitney to B B Robinson J.H. Whitney Sells Woof Woof,,1940
1947,AMSTERDAM MARKETS,,1940
1945,"The Negro Artist Comes of Age exhibit, preview NEGROES, MEXICANS TO SHOW PAINTINGS",Their Exhibits Are Features of Busy Week Planned by Art Galleries,1940
1940,DOMINA OF NORWICH TOPS EASTERN LIST,Reduces Harmon's Lead to One Point in National Scoring,1940
1944,Pacific Plane Salvages Register of Ship It Hit,,1940
1940,"S on Eur war effect on religion, Christians and Jews Natl Conf","makes annual rept WAR SEEN UNIFYING RELIGIOUS GROUPS; Clinchy Reports Protestants, Catholics and Jews Fear Loss of Precious Values CALLS FOR UNITED STAND Head of National Conference in Annual Message Holds Anti-Semitism on Wane",1940
1946,Joins UERMWA picket line,illus 11 BOSTON CLERGYMEN MARCH IN PICKET LINE; CLERGYMEN JOIN WORKERS ON THE PICKET LINE OUTSIDE ELECTRICAL PLANT,1940
1947,SS Turkestan afire,explosion; en route to port under own power British Reboard the Turkestan,1940
1940,Police Department,,1940
1942,Requires cargo space permits Shipping Permits Required,,1940
1949,R M Tettelbach gets 1st L Jackson scholarship Jackson Scholarship Given to Yale Athlete,,1940
1941,54-FAMILY STRUCTURE AMONG BRONX TRADES,"Cash Above $217,500 in Liens Paid for 2608 Creston Ave.",1940
1942,"Pelton (Mrs), Avery iIRS. AVERY PELTON",,1940
1945,"Colonial Life Insurance Co of America, '44 COLONIAL LIFE REPORTS","Its Assets Reached New High of $28,846,307 in 1944",1940
1944,GEORGE W. JOHNSON,for Served as Representative West Virginia Six Terms,1940
1940,Rumanian-USSR com continues talks at Odessa KING CAROL ASSURES SOVIET,"Rumania Seeks Friendly Relations, He Tells New Envoy",1940
1942,"DR. I, H, BEST DIES",A HEALTH OFFICIAL; First Deputy Commissioner Entered City Department Quarter Century Ago,1940
1945,"hotel and restaurant rations to be cut, July and Aug Food Rations of Hotels and Restaurants Will Be Reduced in July and August",,1940
1943,"OPA regulates supplying, except by pub utilities SIMPLIFIED CEILING DUE ON DRY GOODS",Haley Promises Wholesalers Will Get Relief From Tangle of Pricing Orders,1940
1940,"AT the fourteenth annual ""Founder's Day"" concert, to  be given Wednesday night at the Library of Congress on the birthday of Mrs. Elizabeth Sprague Coolidge, who established the Coolidge Foundation in the library ...   NOTES HERE AND AFIELD",,1940
