year,decade,Combined_Text
1929,1920,BROWN MEN REPORT IN GOOD CONDITION Teem Expected to Be at Full Strength for Dartmouth-- Caulkins May Play End.
1922,1920,UPHOLD TOBACCO MERGER. Executives Declare It Contravenes No Law.
1928,1920,Fire Department. 
1926,1920,Report for first 10 mos of 1926 Brunswick-Balke-Collender. 
1921,1920,"The Latvian Government has announced the adoption of a law effective for a period of five years, or until April 1, 1926, whereby all industrial machinery and equipment intended for the reconstruction of the war-damaged Latvian ...   FOR LATVIAN INDUSTRIES. New Law to Encourage Their Establishment and Maintenance."
1928,1920,"Annual banquet, N Y C NYE, HERE, ASSAILS FORCE IN NICARAGUA America Intrudes Where She Should Not and Neglects Millions at Home, He Says. NATIONS LOSING FAITH IN US Senator Warns Bankers of Reprisals if East Fails to Back Farm Relief for South and West."
1922,1920,"Plane for the unveiling of busts of Washington, Mark Hopkins, Edgar Allan Poe, Maria Mitchell and Gilbert Charles Stuart in the Hall of Fame for Great Americans at New York University were announced yesterday by Dr. Robert Underwood Johnston, director of the American Westminster.   BUSTS OF 5 AMERICANS FOR HALL OF FAME New York University to Unveil Effigies of Washington, Hopkins, Poe, Stuart and Maria Mitchel."
1929,1920,S convicts arraigned in connection with July riot ARRAIGNS AUBURN CONVICTS Court Hears Not Guilty Pleas of 8 Indicted for Riot in July.
1928,1920,To elect directors Managers to Elect 12 Directors. 
1927,1920,"CHICAGO, Sept. 30 (AP). -- Chicago took both games of a double-header from Detroit here today, by scores of 5 to 4 and 4 to 1, respectively. Biz Falk's batting was the winning factor for the White Sox. He broke up the first game with a single in the thirteenth inning, which enabled Tommy Thomas to register his eighteenth victory of the season.   WHITE SOX WIN TWICE. Beat Tigers, 5-4, In 13 Innings; Then Score, 4-1 -- Falk Stars."
1921,1920,"PROF. BURR PROTESTS AT DUCKING FRESHMAN Threatens to Resign From Cornell, Declaring Student Discipline Is ""Lynch Law."""
1922,1920,Curves and Bingles 
1926,1920,Valperga Castle robbery attempt frustrated C Reys arrested ROYAL RELICS SAVED FROM TURIN THIEVES; Historical Objects Taken From Castle Are Recovered and Gang Caught.
1927,1920,"A star field of bowlers is expected to compete in the all-star sweepstakes which will be rolled on Thum's White Elephant Alleys starting June 10, judging from the latest bowlers to enter.   STAR BOWLERS ENTER COMING SWEEPSTAKES Arnhorst, Barney Spinella and Marino Among Those Who Will Roll at Thum's."
1928,1920,"In connection with the decline in call money rates yesterday from the day's renewal rate on the Stock Exchange of 7 per cent. to 6 per cent. at the close, reports were circulated that the Federal Reserve Bank was a heavy buyer of bankers' acceptances.   $50,000,000 RUSHED HERE FOR LENDING Call Money Rate Declines From 7 to 6 Per Cent., With Outside Funds at 6. TIME LOAN MARKET DULL Holds Unchanged at 6 P. C.-- Reports or Heavy Acceptance Buying by Reserve Bank Denied."
1922,1920,FEDERAL RESERVE STATEMENT. 
1925,1920,LIST WASHINGTON RETURNS. Examiners Find Most High Officials Filed in Home Districts.
1927,1920,Soft Coal Production Increases. 
1923,1920,"Resident and traveling scholarships for physicians announced by Amer Child Health Assn FREE STATE HONORS COLLINS'S MEMORY 5,000 Troops March Through Dublin on First Anniversary of His Death."
1928,1920,1929 increase mostly in midtown MIDTOWN TO FIGHT ASSESSMENT RISES Realty Owners Find Largest Increases in Area Between 34th and 59th Streets. AND FEW IN WALL ST. REGION Taxpayers Assert Valuations Add to Growing Burdens--Officials Silent on 1929 Tax Rate.
1929,1920,"C P U Moore, Fed narcotic agent, shot by two alleged drug peddlers FEDERAL AGENT IS SHOT. New Orleans Narcotic Suspects Dangerously Wound Him."
1929,1920,Estate FAMILY GETS REA ESTATE. Property Estimated in Millions-- Caroline Silver to Museum.
1929,1920,Col S G Jones in line for promotion to Brig Gen GEN. CAMPBELL TO RETIRE. Quits Service Tuesday--Colonel S.G. Jones Is in Line for Promotion.
1927,1920,"SYRACUSE, N.Y., Nov. 2 (AP) -Mrs. Knapp, who had been in Mew York for several days in consultation with her counsel, Alexander Otis, returned to Syracuse tonight and refused to comment on any phase of her administration of the 1925 census.   Article 3 -- No Title "
1926,1920,FOREIGN STOCK MARKETS. Lower at Paris and London -- Sterling and Dollars Down at Paris.
1928,1920,"Survivors of the Young Scratchers, Mugwumps and other Independent voters of the last fifty years must feel a certain pleasure in seeing how the ""renegade"" bolter, once about equally despised by both parties, has increased and multiplied. Smith Republicans we have long...   HESITATIONS. "
1926,1920,National City Bank Appointments. 
1927,1920,Forgeries interpreted as plot to hinder settlement of controversies with U S SEES PLOT IN 'DOCUMENTS.' Calles Government Charges Aim to to Disturb Relations With Us.
1920,1920,"The Italian labor convention has voted for a peaceful and gradual industrial revolution, rather than an immediate overturn on the Russiaa model, by a majority of roughly three to two--which seems to represent an ...   REVOLUTIONS, TAME AND WILD. "
1921,1920,"Charles F. Tighe, convicted police clubber, under a sentence of from two to four years in Sing Sing Prison, was removed from the Tombs late yesterday afternoon to Bellevue Hospital ""for observation."" According to statements of keepers at the Tombs last night, the transfer of Tighe surprised them, as the keepers never had noticed anything the matter with him, physically or mentally.   Tighe, Police Clubber Under Sentence, Transferred to Bellevue for Observation "
1920,1920,FINANCIAL NOTES. 
1923,1920,Vote favors continuance of license system AUSTRALIANS STAY WET. Queensland Votes for Continuance of License System.
1925,1920,"Cleveland STAR RUTH BREAKS WORLD PACE MARK Steps Seven-eighths of a Mile in 1:45 3-5, Clipping Second Off Old Record. BEATS TROTTING FIGURES Time Is Four-fifths of Second Faster Than Truax's -- Trampabit Wins at North Randall."
1921,1920,"A woman and a boy were killed by automobiles in and near New York yesterday and another boy was killed by a horse and wagon, which ran over him.   2 KILLED BY AUTOS, ANOTHER BY WAGON Taxicab Driver Held in Homicide After Running Over Woman, on Eighth Avenue. IMPORTER BROWN HURT Seven-Year-Old Boy, Knocked Down by Horse and Wagon Dies."
1928,1920,EQUITY VOTES BAN TODAY. Council to Pass on Amendment Restricting Alien Actors.
1927,1920,"Four liners sail today for South and Central American ports, Bermuda and the West Indies with good-sized lists of travelers seeking warmer weather.   MANY SAIL TO SEEK WARMER WEATHER Four Liners Departing Today Carry Good-Sized Lists for Southern Ports."
1928,1920,40-yr 6% bonds drawn for redemption Greek Government Bonds Drawn. 
1923,1920,"statistics on autoists at grade crossings compiled by Pa R R system for June, July, Aug, Sept, 1923 7,566 Auto Drivers in 4 Months Risked Death At Pennsylvania Crossings, Check-Up Shows "
1925,1920,"J P Morgan & Co will receive tenders for amortization of loan JAPAN SHOWS EXCESS OF EXPORTS FOR JULY Surplus Was 43,993,000 Yen -- Favorable Trade Balance by End of Year Seen by Experts."
1928,1920,"Again demanded by Repr Black HOUSE VOTES INQUIRY ON SUBMARINE DISASTER Accepts Coolidge Proposal After Heated Debate, in Which Black Assails Wilbur."
1926,1920,"Results EXPERT SAYS 'CRAWL' CONQUERED CHANNEL Modern Stroke, He Finds, and New Knowledge of Tides Made Fast Time Possible. EDERLE ROUTE DESCRIBED Tells How Course Was Fixed to Catch Favorable Tide -- Burgess Long Studied It. EXPERT SAYS 'CRAWL' CONQUERED CHANNEL"
1929,1920,"Announces candidacy for Dem nomination for U S Sen from Ill on platform calling for outlawing high-heeled shoes for women, and ""shoot-to-kill"" enforcement of prohibition law Assails 'Hooch and High Heels' In Campaign for Senate Seat "
1922,1920,THEATRICAL NOTES. 
1929,1920,"Westbury Challenge Cup LONG ISLAND FOUR BEATS WANDERERS Reach Meadowbrook Club Cup Semi-Final by the 14-10 Victory. STODDARD IN A SPILL Veteran Player, Who Referees Came, Escapes Unhurt When His Mount Stumbles."
1927,1920,"With the General Motors issues subjected to heavy selling pressure at the start of the week's transactions United States Steel common assumed the leadership in yesterday's trading on the Stock Exchange. Although surrendering their position as pacemaker of the market, General Motors shares, old and new, remained centres of interest.   TOPICS IN WALL STREET. News, Comment and Incident, On the Stock Exchange and In the Financial Markets."
1929,1920,"SHANGHAI, Dec. 12.--Members of the Conservative group in the Kuomintang now in power are making every effort to remain in control following the proposed Third National ...   FIGHT TO KEEP HOLD ON THE KUOMINTANG Dominant Chinese Conservatives Plan Control of Votes at March Conference."
1927,1920,Annual report Manhattan Shirt Earns $3.83. 
1922,1920,"MANY, many years ago, as the story tellers used to say, the Englishman was somewhat of a figure in the world. One refers to the Golden days of  1910, when our most pressing individual problems seemed to be matters such as ...   THE TRAGEDY OF THE ENGLISH Cultured Fanatics."
1927,1920,"Annual report of V B Murphy, retiring Controller 1927 STATE SURPLUS PUT AT $26,000,000 Hopes of income Levy Reduction Raised by Controller Murphy's Report."
1929,1920,FIVE APARTMENTS OFFERED. Houses In Manhattan and the Bronx in Murphy Auction List.
1921,1920,"""SIAMESE TWINS"" ARRIVE. Showman Brings Czechoslovakian Sisters, 43 Years Old, One With Son."
1925,1920,"Bonds will be offered in N Y WEEK'S NEW BONDS TOTAL $44,466,500 State and Municipal Group the Only One Showing Gain Over Previous Week."
1927,1920,Death Captain Charlie Price. 
1927,1920,Mother will join him in Cal MOTHER TO JOIN SWIMMER. Mrs. Young Will Leave Toronto Friday for California.
1928,1920,"J B S Haldane HALDANE ASSAILS 'NORDIC SUPREMACY' Says Theory as Basis of American Immigration RestrictionLacks Justification.RAPS BIRTH CONTROL IDEAS British Biologist, In Lecture on ""Science and Ethics,"" UrgesHigher Eugenic Standards."
1927,1920,Mexican Gulf Oil Co fined and ordered to suspend operations by Mexican Govt on charge of drilling well without permit Fined for Oil Drilling in Mexico. 
1922,1920,"LAWRENCE, Mass., April 4 (Associated Press).--This city today was the scene not only of a struggle between cotton and worsted mills and their striking operatives over a wage cut, but of a contest between conservative and radical labor unions for strike control.   TWO FACTIONS CLASH IN TEXTILE STRIKE Lawrence Officials Uncertain of Effect of Radical Hints of ""Checking Up"" Workers. WON'T DEMAND CLOSED SHOP Rhode Island Operatives Declared Ready to Negotiate With Employers at Any Time."
1927,1920,Formation and plans Plan New Community Theatre. 
1929,1920,Legal action on part of conservatives reptd deferred SEMINARY ROW DEFERRED. Princeton Conservatives Postpone Suit to Oust New Board.
1927,1920,"Shuns limelight protests to cameramen; leaves Ottawa today PRINCE OF WALES SHUNS LIMELIGHT; Says It Is Prime Minister Baldwin's ""Show"" in Canada, Not His."
1929,1920,Death MRS. ANNA B. DODD DEAD. Writer on French History and Pol itics Dies in Paris.
1927,1920,"Marries M S Yeomans MISS DARLINGTON WEDS G. C. STANLEY Ceremony in Great Barrington (Mass.) Congregational Church -- Reception at Country Home. MAY S. YEOMANS A BRIDE Wed to Dr. Hubbard Lynch in Christ Church, Plymouth, Mass. -- Other Marriages."
1927,1920,Charges of immorality in mining camps of Pittsburgh Coal Co filed with Executive Bd of Council of Churches of Christ statement by C E Lesher of coal co HITS 'IMMORALITY' AT MINING CAMPS; Union Official Makes Charges Against Pittsburgh Coal Company.
1927,1920,"1c difference decides bulkhead contract award One-Cent Difference Decides Award of $15,000 Contract "
1929,1920,SILK RALLIES AFTER DROP. Futures on Exchange Close Unchanged to 3 Cents Lower.
1921,1920,Canada Has Not Imposed A Retaliatory Tariff 
1928,1920,"Employes' outing, Newark, N J Prudential Has Annual Outing. "
1928,1920,Provision Market at Chicago. 
1927,1920,"Suicide SKYSCRAPER SUICIDE WITNESSED BY SCORES Man Shoots Himself, Then Falls Twenty Stories at Broadway and Fifty-eighth Street."
1921,1920,"The report made last week at the convention of the Legion of New York State is one that suggests the growing worth of the Legion posts to the communities in which they are organized, quite outside of what they do for their own members.   LEGION SERVICE AT HOME. "
1920,1920,JULIA STIMSON MADE ARMY NURSE CORPSHEAD New York Woman Was Chief Nurse of Red Cross in France.
1928,1920,"From the standpoint of its narrative, Emil Jannings's latest picture, ""The Last Command,"" now at the Rialto Theatre, is one of the most, satisfactory of shadow stories. It is logical throughout. It was inspired by the experiences of a Russian General, who fled to this country after the revolution in his own land. This production has its forced moments, its sluggish incidents, but the chronicle is equipped with a double strain of suspense. It strikes one as a good short story turned to excellent account in film form. It is a far more plausible account than that of ""The Way of All Flesh,"" but in the older picture the detail was more carefully filmed than that of ""The Last Command.""This current offering has a clever finish, an ending that is particularly skillfully devised, and one that is most effective. And if there are moments when Mr. Jannings holds the same expression and pose too long, you are rewarded for the most part with a brilliant performance in which there is a wealth of imagination. In the closing scenes Mr. Jannings gives a highly gifted and gripping portrayal of the last moments of the bent and bowed czarist generalissimo working as an extra in a motion picture studio. You see General Dolgorucki meet his death in the same uniform he wore with pomp and confidence of his high office before the red flag flew from Moscow's Kremlin, and the fiddle, a piano and a cello are rendering the old Russian National anthem.Just before the General crumples up on the salt-covered barbed-wire battleground of the studio, he hears his militant hymn and the director, a Russian who had no reason to love the General, gave the old man the words of comfort that caused the extra, in his unbalanced mental state, to believe that the Russia that was had come into power again.Mr. Jannings does not wear a cap in this scene, as he realized that it would conceal to a certain extent his various expressions. He is magnificent as he straightens up at the sound of his militant hymn and then drops to the studio ""snow.""""He was a great actor, that old guy,"" observes the casting director.""And a great man, which is more,"" I adds the picture director, who incidentally in Russia had felt the General's riding crop on his cheek.The motion picture end of this feature is wonderfully good, even to the selection of the players. There are the ""yes men,"" the light experts, the electric wires like eels around the studio floor. The instructions are done to a T, without anything being too extravagant. The story opens up with the choosing of a General for the battle scene, and Dolgorucki's photograph is brought out. It results in his selection and soon the casting director's assistant is on the wire calling Dolgorucki on the telephone at his shabby abode. He is told to report at 6:30 the next morning.As the broken Russian military commander, Jannings gives a hint of the man's sufferings. He wears a beard. His face is that of an aristocrat, but every half second he shakes his head, like a man suffering from shell shock. They gibe him about this in the studio and scoff at him when he tells them, the other extras, that the Czar gave him his military cross. Jannings is perceived gazing at his make-up box, the cover of which is a mirror. He looks, every so often shaking his head. Then comes a fade-out and soon one sees the General as he had been before the Kerensky or Soviet days. He is a man of courage, one who may use his riding crop occasionally, but who is not cruel. He loves his fatherland and even sneers at the Czar for taking a division of troops, from the battle front to satisfy the Little Father's vanity.More might have been accomplished with these Russian scenes to give a better idea of the General. His style appears to be cramped at times, for while one is told that he is a cousin of the Czar and commander of the Russian armies, be does not appear to be doing much more than the work of a captain.There is pictured the flaring up of the rabble, and Jannings is shown with swollen lips, blood-smeared, standing against a wall of a railway station. In some of these flashes Mr. Jannings—who, as the General, admittedly has suffered frightful punishment—could nevertheless have shown in his eyes some fire when the men and women goad him and spit water in his face. His strength may have been ebbing, but he now and again lifts some coal to the locomotive's fire, and subsequently he musters up enough strength to bang the locomotive driver over the head with a shovel, and then to leap from the locomotive to the snow. But it is Mr. Jannings's splendid work that causes one to want just a bit more. He lives the character and the most trifling shortcoming makes one wonder at it.After the chapters in Russia, wherein there is qute a good portrait of the last Czar, the story goes back to the studio.Evelyn Brent is pleasing as a girl who helps the General. William Powell gives a sterling portrait of a motion picture director and also as one of the ringleaders of the infuriated mob. THE SCREEN Desert Fights."
